http://www.dianping.com/shop/H78OcYM4bWi8MuG5,https://p0.meituan.net/dpmerchantpic/88879df59b0cdd275d7337df417cf8bc1606690.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,云SPA·私家会馆(番禺长隆店),45,http://www.dianping.com/shop/H78OcYM4bWi8MuG5#comment,139,￥139,按摩/足疗,长隆/南村,"更多5单团购
                仅售30元，价值68元雲SPA净足礼
            
                仅售288元，价值416元【日本Bblab】全身舒缓减压
            
                仅售478元，价值704元【澳洲Jurlique】茱莉蔻真奢精油全身SPA
            
                仅售338元，价值704元【泰国Original】原瓶芳香精油全身SPA
            
                仅售398元，价值562元【韩国Yskin】烟酰胺磨砂去角质嫩肤SPA
            
                仅售398元，价值522元【泰国Herbal】草球热敷调理全身SPΑ
            "
,,,,,,,,,
http://www.dianping.com/shop/ka8r6E0LiBsAPcQm,http://qcloud.dpfile.com/pc/wau7Uv3oWDfeHSihXOSDPTogYQ2W93RcuqO1crX7RkT3wQqRnfyWwNPnZqWvr_q6bKcq9vnEaGy3xLEf-_v_oA.jpg,迪拜休闲会所·SPA·沐足·推拿·棋牌,40,http://www.dianping.com/shop/ka8r6E0LiBsAPcQm#comment,866,￥142,按摩/足疗,江南西,"更多11单团购
                仅售78元，价值88元【特价爆款】传统经典足疗
            
                仅售88元，价值108元【舒经活络】中式推拿按摩
            
                仅售148元，价值168元【含自助餐】中式香薰背部精油按
            
                仅售208元，价值238元【含自助餐】臻致热磁石香薰精油 SPA
            
                仅售108元，价值168元【含自助餐】养生贵宾沐足
            
                仅售158元，价值186元【含自助餐】足疗+中式推拿优惠套餐
            
                仅售178元，价值196元【含自助餐】足疗+背部精油优惠套餐
            
                仅售158元，价值188元【含自助餐】古法泰式沐足
            
                仅售68元，价值89元【清风沐耳】耳艺/采耳
            
                仅售99.9元，价值128元【东南西北】豪华棋牌中房5小时套餐
            
                仅售108元，价值138元【休闲娱乐】洗浴/汗蒸/自助餐
            
                仅售128元，价值158元【含自助餐】泰式经络保健
            "
,,,,,,,,,
http://www.dianping.com/shop/k589R3LLJRESCfW4,https://p1.meituan.net/merchantpic/7d11b0e0be5157fb689820ede987967d366856.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,沐瑶SPA按摩养生会所,40,http://www.dianping.com/shop/k589R3LLJRESCfW4#comment,194,￥226,按摩/足疗,珠江新城,"更多13单团购
                仅售888元，价值1468元【专车接送】尊享特色spa水疗按摩
            
                仅售488元，价值996元【舒爽推油】特色奢享spa保健按摩
            
                仅售498元，价值768元【明星推油】特色港式油压spa按摩
            
                仅售216元，价值699元【明星油压】尊享泰式spa养生按摩
            
                仅售226元，价值628元泰式全身SPA45分钟
            
                仅售208元，价值658元【特色推油】全身舒缓油压spa按摩
            
                仅售988元，价值1488元【免费接送】温泉水疗spa保健按摩
            
                仅售299元，价值1068元【舒爽油压】全身舒压港式保健按摩
            
                仅售206元，价值968元特价体验•全身舒缓spa保健按摩
            
                仅售999元，价值1268元【免费接送】尊享港式释压spa按摩
            
                仅售688元，价值1288元【免费接送】特色养生spa保健按摩
            
                仅售588元，价值758元【爆款推荐】尊享释压spa保健按摩
            
                仅售399元，价值966元【免费接送】泰式舒缓释压保健按摩
            
                仅售598元，价值986元【舒爽推油】全身舒压spa保健按摩
            "
,,,,,,,,,
http://www.dianping.com/shop/k9WhldZAKtd7ArtZ,https://p0.meituan.net/merchantpic/9aa75401ce07432c985812f1bf2332ca612049.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,有一间·主题SPA按摩,45,http://www.dianping.com/shop/k9WhldZAKtd7ArtZ#comment,72,,按摩/足疗,兴盛路/跑马场,"更多6单团购
                仅售658元，价值718元【养元】热石调理
            
                仅售888元，价值968元【轻奢】沐·瑶水疗
            
                仅售398元，价值498元【新客】畅享精油SPA
            
                仅售498元，价值598元【爆款】经典舒缓按摩
            
                仅售799元，价值866元【白领】全身SPA按摩
            
                仅售158元，价值198元【小憩】肩颈按摩
            
                仅售238元，价值298元【舒压】芳香头疗
            "
,,,,,,,,,
http://www.dianping.com/shop/k5v8fvbf3Lr290Bg,https://p0.meituan.net/merchantpic/34adcafc996ec489ae0bb6e2406a2a27106290.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,般若Bann Thai massage,50,http://www.dianping.com/shop/k5v8fvbf3Lr290Bg#comment,347,￥320,按摩/足疗,小北/淘金,"更多6单团购
                仅售258元，价值396元古法泰式按摩（75分钟）
            
                仅售288元，价值396元泰式芳香精油按摩（75分钟）
            
                仅售538元，价值666元泰式芳香精油SPA＋面部SPA
            
                仅售188元，价值268元泰式芳香足疗
            
                仅售338元，价值398元磨砂&特色香薰精油按摩（共90分钟）
            
                仅售398元，价值468元精油热石按摩90分钟
            
                仅售238元，价值298元泰式芳香精油（60分钟）
            "
,,,,,,,,,
http://www.dianping.com/shop/G2D58Y69kNxYVDql,https://p0.meituan.net/dpmerchantpic/fe5670be91424f1a6b5519a8a2303dcf754475.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,叁Spa·Massage·汗蒸,50,http://www.dianping.com/shop/G2D58Y69kNxYVDql#comment,234,￥432,按摩/足疗,珠江新城,"更多8单团购
                仅售366元，价值588元【THAI】深层暖油按摩 60分钟
            
                仅售599元，价值666元【百叶草】手作球热敷Spa
            
                仅售599元，价值666元【喜马拉雅】山盐磨砂焕肌Spa
            
                仅售299元，价值588元【和风】指压舒缓按摩-无精油
            
                仅售599元，价值666元【自然之力】桦木精油Spa
            
                仅售499元，价值666元【爪哇岛】火山热石Spa
            
                仅售499元，价值599元【THAI】深层暖油按摩 90分钟
            
                仅售499元，价值666元【翡翠球】背脊经络调理SPa
            
                仅售499元，价值599元【六善】泰式瑜伽按摩
            "
,,,,,,,,,
http://www.dianping.com/shop/jDkutgLkCdLncEGf,https://p1.meituan.net/merchantpic/8d684f9acfeefb34f9594752c5d28b8f146515.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,雅璃宫养生spa,50,http://www.dianping.com/shop/jDkutgLkCdLncEGf#comment,425,￥212,按摩/足疗,客村/赤岗,"更多8单团购
                仅售598元，价值996元【明星油压】五感日式全身spa按摩
            
                仅售216元，价值768元【明星技师】特价体验spa保健按摩
            
                仅售208元，价值686元【特价体验】全身舒缓养生spa按摩
            
                仅售699元，价值1198元【招牌推油】泰式全身spa保健按摩
            
                仅售888元，价值1488元【明星技师】畅享水润保健调理
            
                仅售206元，价值658元【特价】全身活力spa油压按摩
            
                仅售498元，价值828元【招牌释压】放松曼享spa保健按摩
            
                仅售888元，价值1968元【专车接送】奢享水疗spa保健按摩
            
                仅售999元，价值1588元【减压】轻奢日式保健按摩
            "
,,,,,,,,,
